Agency,Agency_Type,Distribution_Channel,Product_Name,Duration,Destination,Net_Sales,Commision,Age
6,1,1,16,127,4,49.5,29.7,31
6,1,1,16,9,139,59.4,35.64,59
7,1,1,1,151,53,27.0,0.0,36
7,1,1,1,37,77,49.0,0.0,63
7,1,1,1,20,129,35.0,0.0,36
7,1,1,1,26,129,20.0,0.0,36
7,1,1,1,73,68,112.0,0.0,36
7,1,1,1,12,79,27.0,0.0,48
7,1,1,1,76,79,20.0,0.0,36
7,1,1,1,19,129,20.0,0.0,28
7,1,1,1,125,77,36.0,0.0,41
7,1,1,1,26,26,32.0,0.0,36
7,1,1,1,64,91,87.0,0.0,36
7,1,1,1,87,90,37.0,0.0,36
7,1,1,1,75,129,20.0,0.0,58
7,1,1,1,24,26,23.0,0.0,36
7,1,1,1,9,68,112.0,0.0,36
7,1,1,1,102,126,20.0,0.0,30
7,1,1,1,10,21,33.0,0.0,36
7,1,1,1,90,118,0.0,0.0,36
7,1,1,1,12,53,28.0,0.0,36
7,1,1,1,82,23,112.0,0.0,49
7,1,1,1,11,63,44.0,0.0,36
7,1,1,1,5,57,24.0,0.0,36
7,1,1,1,26,129,34.0,0.0,36
7,1,1,1,32,53,25.0,0.0,36
7,1,1,1,15,79,20.0,0.0,75
7,1,1,1,8,63,53.0,0.0,36
7,1,1,1,23,126,48.0,0.0,40
7,1,1,1,17,26,22.0,0.0,36
7,1,1,1,11,26,32.0,0.0,36
7,1,1,1,29,129,20.0,0.0,36
7,1,1,1,11,79,20.0,0.0,36
7,1,1,10,21,118,10.0,0.0,67
7,1,1,10,66,126,61.0,0.0,36
7,1,1,10,19,79,10.0,0.0,44
7,1,1,10,123,118,16.0,0.0,39
7,1,1,10,60,26,34.0,0.0,36
7,1,1,10,137,53,43.0,0.0,36
7,1,1,10,28,26,24.0,0.0,36
7,1,1,10,12,129,55.0,0.0,43
7,1,1,10,13,26,31.0,0.0,36
7,1,1,10,90,118,78.0,0.0,22
7,1,1,10,2,26,14.0,0.0,36
7,1,1,10,13,21,19.0,0.0,36
7,1,1,10,60,4,10.0,0.0,36
7,1,1,10,3,56,10.0,0.0,43
7,1,1,10,9,129,12.0,0.0,40
7,1,1,10,58,140,80.0,0.0,32
7,1,1,10,66,118,10.0,0.0,36
7,1,1,10,24,44,10.0,0.0,36
7,1,1,10,41,129,13.0,0.0,37
7,1,1,10,22,11,80.0,0.0,36
7,1,1,10,7,79,10.0,0.0,51
7,1,1,10,1,118,10.0,0.0,76
7,1,1,10,31,79,10.0,0.0,36
7,1,1,10,6,26,11.0,0.0,36
7,1,1,10,31,56,25.0,0.0,36
7,1,1,10,79,26,28.0,0.0,36
7,1,1,10,2,57,11.0,0.0,36
7,1,1,10,187,93,40.0,0.0,36
7,1,1,10,111,56,128.0,0.0,29
7,1,1,10,41,98,10.0,0.0,36
7,1,1,10,32,57,21.0,0.0,36
7,1,1,10,30,102,18.0,0.0,36
7,1,1,10,44,4,42.0,0.0,36
7,1,1,10,29,118,20.0,0.0,36
7,1,1,10,16,4,49.0,0.0,36
7,1,1,10,2,21,13.0,0.0,36
7,1,1,10,4,118,10.0,0.0,48
7,1,1,10,4,118,10.0,0.0,36
7,1,1,10,24,77,14.0,0.0,36
7,1,1,10,4,57,60.0,0.0,36
7,1,1,10,2,118,10.0,0.0,28
7,1,1,10,14,57,10.0,0.0,26
7,1,1,10,12,26,39.0,0.0,36
7,1,1,10,25,68,51.0,0.0,36
7,1,1,10,6,26,10.0,0.0,36
7,1,1,10,4,102,10.0,0.0,36
7,1,1,10,144,102,13.0,0.0,36
7,1,1,10,138,63,0.0,0.0,36
7,1,1,10,18,102,42.0,0.0,36
7,1,1,10,23,140,16.0,0.0,58
7,1,1,10,108,57,14.0,0.0,36
7,1,1,10,124,63,44.0,0.0,36
7,1,1,0,5,57,20.0,0.0,30
7,1,1,0,2,79,20.0,0.0,36
7,1,1,0,62,118,20.0,0.0,36
7,1,1,0,3,118,20.0,0.0,36
7,1,1,0,6,118,39.0,0.0,29
7,1,1,0,3,125,77.0,0.0,36
7,1,1,0,2,65,45.0,0.0,36
7,1,1,0,54,118,21.0,0.0,25
7,1,1,0,2,118,56.0,0.0,36
12,0,1,25,6,19,15.0,6.0,49
12,0,1,25,7,19,15.0,6.0,49
12,0,1,25,4,19,15.0,6.0,49
12,0,1,25,48,19,23.0,9.2,20
11,1,1,5,366,140,256.2,166.53,43
11,1,1,18,4,57,25.0,16.25,31
11,1,1,18,12,102,25.0,16.25,28
11,1,1,5,365,140,256.2,166.53,34
11,1,1,5,431,140,256.2,166.53,36
11,1,1,20,6,53,25.0,16.25,30
13,0,1,22,65,118,7.2,2.02,48
13,0,1,22,4609,118,0.32,0.09,48
9,0,1,8,7,26,35.0,12.25,55
9,0,1,8,35,68,35.0,12.25,34
9,0,1,8,11,102,30.0,10.5,25
9,0,1,8,16,79,18.0,6.3,64
9,0,1,8,7,57,18.0,6.3,53
9,0,1,8,31,53,22.0,7.7,62
9,0,1,8,4,57,18.0,6.3,44
9,0,1,8,14,26,22.0,7.7,51
9,0,1,8,8,57,18.0,6.3,31
9,0,1,8,18,4,40.0,14.0,28
9,0,1,8,48,79,22.0,7.7,33
9,0,1,8,7,88,18.0,6.3,35
9,0,1,25,24,4,45.0,15.75,45
9,0,1,25,75,140,164.0,57.4,21
9,0,1,25,4,63,0.0,15.75,51
9,0,1,15,74,140,255.0,89.25,85
0,1,1,25,10,41,75.0,28.5,22
1,0,1,2,43,129,124.21,43.47,48
2,0,1,9,14,118,16.0,4.0,47
2,0,1,9,41,118,33.5,8.38,29
2,0,1,9,37,118,99.0,24.75,29
2,0,1,9,6,118,0.0,4.0,30
2,0,1,9,6,118,21.0,5.25,30
2,0,1,9,5,118,13.5,3.38,45
2,0,1,9,14,118,21.0,5.25,63
2,0,1,9,3,118,13.5,3.38,25
2,0,1,9,11,118,26.5,6.63,24
2,0,1,17,10,118,29.0,7.25,27
2,0,1,17,10,118,39.0,9.75,27
2,0,1,17,8,118,37.0,9.25,28
2,0,1,17,8,118,37.0,9.25,23
2,0,1,17,8,118,37.0,9.25,27
2,0,1,17,3,118,37.0,9.25,47
2,0,1,4,380,118,0.0,54.0,28
2,0,1,4,364,118,216.0,54.0,48
2,0,1,4,377,118,216.0,54.0,44
2,0,1,4,428,118,216.0,54.0,38
2,0,1,4,366,118,216.0,54.0,33
6,1,1,16,4,4,39.6,23.76,39
6,1,1,16,56,41,69.3,41.58,55
6,1,1,16,18,4,108.9,65.34,31
6,1,1,16,6,79,29.7,17.82,36
6,1,1,16,53,129,39.6,23.76,30
6,1,1,16,70,5,0.0,47.52,34
6,1,1,16,50,4,39.6,23.76,46
6,1,1,16,76,129,49.5,29.7,54
6,1,1,16,7,55,59.4,35.64,38
6,1,1,16,21,4,29.7,17.82,27
6,1,1,16,36,4,69.3,41.58,28
6,1,1,16,18,4,79.2,47.52,31
7,1,1,1,32,129,21.0,0.0,37
7,1,1,1,7,71,37.0,0.0,36
7,1,1,1,82,63,63.0,0.0,36
7,1,1,1,12,129,23.0,0.0,36
7,1,1,1,59,57,0.0,0.0,36
7,1,1,1,10,26,45.0,0.0,36
7,1,1,1,20,129,20.0,0.0,49
7,1,1,1,31,21,25.0,0.0,36
7,1,1,1,17,79,36.0,0.0,28
7,1,1,1,53,26,24.0,0.0,36
7,1,1,1,5,26,35.0,0.0,36
7,1,1,1,10,129,36.0,0.0,35
7,1,1,1,25,26,35.0,0.0,36
7,1,1,1,8,79,20.0,0.0,36
7,1,1,1,9,68,41.0,0.0,36
7,1,1,1,34,63,73.0,0.0,36
7,1,1,1,66,57,25.0,0.0,36
7,1,1,1,60,26,24.0,0.0,36
7,1,1,1,38,63,61.0,0.0,36
7,1,1,1,5,102,30.0,0.0,36
7,1,1,1,178,102,20.0,0.0,36
7,1,1,1,7,26,40.0,0.0,36
7,1,1,1,4,79,21.0,0.0,36
7,1,1,1,23,26,28.0,0.0,36
7,1,1,1,26,102,37.0,0.0,36
7,1,1,1,8,145,20.0,0.0,60
7,1,1,1,22,140,29.0,0.0,55
7,1,1,1,8,68,112.0,0.0,36
7,1,1,1,130,26,43.0,0.0,36
7,1,1,1,30,4,67.0,0.0,36
7,1,1,1,23,145,20.0,0.0,36
7,1,1,1,14,57,22.0,0.0,36
7,1,1,1,7,79,20.0,0.0,33
7,1,1,10,17,118,10.0,0.0,36
7,1,1,10,129,26,49.0,0.0,36
7,1,1,10,137,63,45.0,0.0,36
7,1,1,10,21,53,16.0,0.0,36
7,1,1,10,155,140,13.0,0.0,40
7,1,1,10,155,140,14.0,0.0,52
7,1,1,10,3,118,10.0,0.0,22
7,1,1,10,137,63,45.0,0.0,36
7,1,1,10,29,26,22.0,0.0,26
7,1,1,10,71,102,36.0,0.0,36
7,1,1,10,2,145,17.0,0.0,36
7,1,1,10,1,129,10.0,0.0,58
7,1,1,10,81,129,10.0,0.0,30
7,1,1,10,92,109,52.0,0.0,36
7,1,1,10,10,145,10.0,0.0,30
7,1,1,10,6,88,10.0,0.0,36
7,1,1,10,1,118,11.0,0.0,26
7,1,1,10,29,145,10.0,0.0,52
7,1,1,10,13,129,10.0,0.0,45
7,1,1,10,59,91,80.0,0.0,36
7,1,1,10,19,140,64.0,0.0,47
7,1,1,10,2,118,10.0,0.0,36
7,1,1,10,2,118,17.0,0.0,36
7,1,1,10,38,79,17.0,0.0,36
7,1,1,10,39,63,47.0,0.0,36
7,1,1,10,18,63,29.0,0.0,43
7,1,1,10,5,26,27.0,0.0,36
7,1,1,10,1,53,10.0,0.0,58
7,1,1,10,126,68,45.0,0.0,36
7,1,1,10,75,63,44.0,0.0,36
7,1,1,10,14,79,10.0,0.0,36
7,1,1,10,22,77,10.0,0.0,36
7,1,1,10,31,56,12.0,0.0,23
7,1,1,10,7,140,38.0,0.0,29
7,1,1,10,1,139,19.0,0.0,36
7,1,1,10,17,56,20.0,0.0,36
7,1,1,10,13,79,14.0,0.0,36
7,1,1,10,65,145,33.0,0.0,36
7,1,1,10,14,118,49.0,0.0,36
7,1,1,10,17,57,13.0,0.0,34
7,1,1,10,28,145,10.0,0.0,36
7,1,1,10,18,26,24.0,0.0,36
7,1,1,10,8,63,60.0,0.0,36
7,1,1,10,30,118,23.0,0.0,36
7,1,1,10,48,88,11.0,0.0,36
7,1,1,10,10,4,35.0,0.0,36
7,1,1,10,25,26,25.0,0.0,36
7,1,1,0,66,23,41.0,0.0,25
7,1,1,0,3,118,22.0,0.0,36
7,1,1,0,59,63,25.0,0.0,21
7,1,1,0,7,102,20.0,0.0,49
7,1,1,0,5,121,40.0,0.0,36
7,1,1,0,4,4,23.0,0.0,56
7,1,1,0,3,79,20.0,0.0,36
7,1,1,0,15,26,20.0,0.0,36
7,1,1,0,9,79,20.0,0.0,36
7,1,1,0,11,63,24.0,0.0,36
8,0,1,25,10,56,31.0,12.4,118
12,0,1,25,47,19,15.0,6.0,68
12,0,1,25,47,19,15.0,6.0,71
12,0,1,25,29,19,50.0,20.0,26
12,0,1,25,60,19,15.0,6.0,73
12,0,1,25,10,19,15.0,6.0,77
11,1,1,19,17,140,86.5,56.23,34
11,1,1,6,364,140,323.4,210.21,58
11,1,1,19,16,61,67.0,43.55,34
11,1,1,20,27,11,26.5,17.23,57
13,0,1,22,0,118,3.99,1.12,48
13,0,1,22,29,118,13.36,3.75,48
13,0,1,22,330,118,28.14,7.89,48
13,0,1,22,27,118,7.21,2.02,48
9,0,1,8,22,53,35.0,12.25,33
9,0,1,8,37,138,36.0,12.6,52
9,0,1,8,40,102,30.0,10.5,58
9,0,1,8,7,57,22.0,7.7,28
9,0,1,8,38,53,26.0,9.1,27
9,0,1,8,8,79,22.0,7.7,46
9,0,1,8,18,56,22.0,7.7,54
9,0,1,8,76,123,0.0,17.5,45
9,0,1,8,16,79,30.0,10.5,36
9,0,1,8,14,57,18.0,6.3,44
9,0,1,8,51,63,26.0,9.1,24
9,0,1,8,6,79,18.0,6.3,31
9,0,1,8,14,138,36.0,12.6,51
9,0,1,8,9,26,26.0,9.1,48
9,0,1,8,8,145,18.0,6.3,38
9,0,1,8,4,79,18.0,6.3,46
9,0,1,8,12,26,35.0,12.25,46
9,0,1,8,35,129,18.0,6.3,56
9,0,1,8,4,129,22.0,7.7,59
9,0,1,8,8,145,18.0,6.3,59
9,0,1,8,72,102,37.0,12.95,54
9,0,1,8,5,57,22.0,7.7,65
9,0,1,8,46,145,22.0,7.7,39
9,0,1,25,20,63,45.0,15.75,42
7,1,0,1,23,57,20.0,0.0,31
5,1,0,12,102,79,29.0,9.57,79
5,1,0,12,78,79,29.0,9.57,65
0,1,1,15,16,41,111.0,42.18,22
0,1,1,15,12,41,86.0,32.68,22
1,0,1,25,25,26,51.0,17.85,55
1,0,1,2,18,138,4.89,1.71,48
2,0,1,9,3,118,16.0,4.0,32
2,0,1,9,9,118,27.0,6.75,45
2,0,1,9,85,118,39.0,9.75,23
2,0,1,9,34,118,33.5,8.38,37
2,0,1,9,5,118,21.0,5.25,27
2,0,1,9,11,118,27.0,6.75,47
2,0,1,9,13,118,63.6,15.9,35
2,0,1,9,6,118,21.0,5.25,27
2,0,1,17,13,118,0.0,11.88,42
2,0,1,17,13,118,0.0,11.88,43
2,0,1,17,7,118,22.5,5.63,34
2,0,1,17,39,118,124.0,31.0,31
2,0,1,13,22,118,57.5,14.38,66
2,0,1,4,386,118,216.0,54.0,53
2,0,1,4,366,118,259.2,64.8,45
2,0,1,4,380,118,259.2,64.8,59
2,0,1,4,365,118,161.0,40.25,45
6,1,1,16,198,93,158.4,95.04,57
6,1,1,16,55,139,9.9,5.94,31
6,1,1,16,4,29,39.6,23.76,24
6,1,1,16,9,4,19.8,11.88,30
6,1,1,16,58,79,29.7,17.82,33
6,1,1,16,4,79,19.8,11.88,31
6,1,1,16,2,79,19.8,11.88,28
6,1,1,16,14,129,0.0,11.88,50
6,1,1,16,6,79,9.9,5.94,45
6,1,1,16,6,129,0.0,11.88,50
6,1,1,16,37,79,69.3,41.58,42
6,1,1,16,30,4,49.5,29.7,24
6,1,1,16,57,93,69.3,41.58,50
6,1,1,16,8,129,39.6,23.76,33
6,1,1,16,57,4,49.5,29.7,58
6,1,1,16,74,93,108.9,65.34,41
6,1,1,16,1,79,0.0,5.94,25
6,1,1,16,119,91,0.0,5.94,31
6,1,1,16,17,64,59.4,35.64,46
6,1,1,16,44,4,29.7,17.82,31
6,1,1,16,15,4,39.6,23.76,46
6,1,1,16,34,4,99.0,59.4,44
6,1,1,16,10,79,19.8,11.88,31
6,1,1,16,46,4,79.2,47.52,48
7,1,1,1,48,56,36.0,0.0,36
7,1,1,1,19,140,112.0,0.0,58
7,1,1,1,8,26,44.0,0.0,36
7,1,1,1,29,4,101.0,0.0,36
7,1,1,1,12,138,50.0,0.0,36
7,1,1,1,6,79,20.0,0.0,37
7,1,1,1,3,79,20.0,0.0,36
7,1,1,1,23,140,110.0,0.0,30
7,1,1,1,86,126,20.0,0.0,26
7,1,1,1,20,68,71.0,0.0,36
7,1,1,1,20,57,41.0,0.0,36
7,1,1,1,7,26,32.0,0.0,36
7,1,1,1,140,53,20.0,0.0,36
7,1,1,1,5,79,20.0,0.0,36
7,1,1,1,12,26,32.0,0.0,36
7,1,1,1,27,118,35.0,0.0,36
7,1,1,1,55,68,43.0,0.0,36
7,1,1,1,11,26,79.0,0.0,36
7,1,1,1,43,140,94.0,0.0,39
7,1,1,1,10,140,112.0,0.0,40
7,1,1,1,51,79,20.0,0.0,36
7,1,1,1,75,102,80.0,0.0,36
7,1,1,1,15,140,112.0,0.0,51
7,1,1,1,39,26,37.0,0.0,36
7,1,1,1,15,129,21.0,0.0,36
7,1,1,1,63,140,112.0,0.0,42
7,1,1,1,35,140,112.0,0.0,55
7,1,1,1,15,68,63.0,0.0,36
7,1,1,1,53,79,20.0,0.0,36
7,1,1,1,77,102,67.0,0.0,36
7,1,1,1,43,44,112.0,0.0,36
7,1,1,10,11,88,15.0,0.0,36
7,1,1,10,24,79,16.0,0.0,50
7,1,1,10,21,56,33.0,0.0,36
7,1,1,10,8,145,10.0,0.0,54
7,1,1,10,9,140,80.0,0.0,27
7,1,1,10,7,145,16.0,0.0,45
7,1,1,10,21,63,48.0,0.0,36
7,1,1,10,16,140,80.0,0.0,42
7,1,1,10,2,21,10.0,0.0,36
7,1,1,10,22,118,80.0,0.0,42
7,1,1,10,7,68,80.0,0.0,36
7,1,1,10,51,140,12.0,0.0,53
7,1,1,10,81,118,57.0,0.0,36
7,1,1,10,18,26,22.0,0.0,36
7,1,1,10,38,26,16.0,0.0,36
7,1,1,10,84,118,58.0,0.0,36
7,1,1,10,36,129,21.0,0.0,24
7,1,1,10,38,129,10.0,0.0,32
7,1,1,10,128,63,60.0,0.0,36
7,1,1,10,42,118,10.0,0.0,36
7,1,1,10,2,145,10.0,0.0,36
7,1,1,10,37,68,43.0,0.0,36
7,1,1,10,5,79,10.0,0.0,36
7,1,1,10,17,26,19.0,0.0,36
7,1,1,10,128,26,27.0,0.0,36
7,1,1,10,47,4,46.0,0.0,36
7,1,1,10,56,56,42.0,0.0,36
7,1,1,10,37,139,14.0,0.0,36
7,1,1,10,43,139,53.0,0.0,36
7,1,1,10,25,102,10.0,0.0,39
7,1,1,10,5,79,10.0,0.0,35
7,1,1,10,79,41,73.0,0.0,36
7,1,1,10,43,109,66.0,0.0,36
7,1,1,10,8,129,10.0,0.0,24
7,1,1,10,28,53,10.0,0.0,54
7,1,1,10,234,66,42.0,0.0,36
7,1,1,10,10,44,80.0,0.0,36
7,1,1,10,74,139,77.0,0.0,36
7,1,1,10,11,79,10.0,0.0,33
7,1,1,10,6,118,14.0,0.0,36
7,1,1,10,49,71,20.0,0.0,36
7,1,1,10,75,145,11.0,0.0,36
7,1,1,10,78,102,37.0,0.0,36
7,1,1,10,38,91,69.0,0.0,20
7,1,1,10,16,129,11.0,0.0,36
7,1,1,0,92,79,20.0,0.0,73
7,1,1,0,2,126,32.0,0.0,36
7,1,1,0,7,118,20.0,0.0,52
7,1,1,0,3,129,20.0,0.0,27
7,1,1,0,6,21,22.0,0.0,36
7,1,1,0,14,26,20.0,0.0,36
7,1,1,0,7,118,20.0,0.0,36
7,1,1,0,65,118,20.0,0.0,36
8,0,1,25,74,56,256.0,102.4,118
10,1,1,25,35,44,109.0,41.42,48
10,1,1,15,35,57,38.0,14.44,48
10,1,1,15,8,125,86.0,32.68,48
12,0,1,25,6,19,15.0,6.0,42
12,0,1,25,7,19,23.0,9.2,46
12,0,1,25,57,19,23.0,9.2,22
11,1,1,6,366,140,323.4,210.21,42
11,1,1,18,6,57,25.0,16.25,36
11,1,1,18,9,71,25.0,16.25,44
11,1,1,18,44,103,58.5,38.02,34
11,1,1,19,2,57,26.5,17.23,29
11,1,1,20,81,4,37.5,24.38,30
13,0,1,22,1,118,1.8,0.5,48
13,0,1,22,102,118,10.42,2.92,48
9,0,1,8,19,129,30.0,10.5,49
9,0,1,8,166,26,40.0,14.0,26
9,0,1,8,10,57,18.0,6.3,41
9,0,1,8,23,26,22.0,7.7,39
9,0,1,8,8,79,18.0,6.3,72
9,0,1,8,15,57,22.0,7.7,29
9,0,1,8,30,53,26.0,9.1,48
9,0,1,8,30,26,40.0,14.0,57
9,0,1,25,29,140,96.0,33.6,47
0,1,1,15,11,41,86.0,32.68,22
1,0,1,25,31,129,29.0,10.15,118
1,0,1,2,16,21,3.22,1.13,48
2,0,1,9,24,118,21.0,5.25,64
2,0,1,9,11,118,20.0,5.0,52
2,0,1,9,31,118,46.8,11.7,58
2,0,1,9,32,118,40.0,10.0,61
2,0,1,9,43,118,19.2,4.8,59
2,0,1,9,95,118,16.0,4.0,33
2,0,1,17,8,118,39.0,9.75,29
2,0,1,17,52,118,88.5,22.13,28
2,0,1,17,14,118,57.0,14.25,31
2,0,1,13,52,118,33.5,8.38,31
2,0,1,13,78,118,124.2,31.05,32
2,0,1,13,7,118,82.8,20.7,32
2,0,1,13,17,118,40.2,10.05,32
2,0,1,4,405,118,216.0,54.0,57
2,0,1,4,365,118,161.0,40.25,46
2,0,1,4,366,118,161.0,40.25,36
2,0,1,3,364,118,333.0,83.25,35
6,1,1,16,12,139,69.3,41.58,31
6,1,1,16,13,4,49.5,29.7,31
6,1,1,16,7,93,19.8,11.88,44
6,1,1,16,15,129,19.8,11.88,42
6,1,1,16,47,139,19.8,11.88,37
6,1,1,16,10,93,79.2,47.52,40
6,1,1,16,33,4,69.3,41.58,44
6,1,1,16,8,129,39.6,23.76,48
6,1,1,16,149,4,0.0,65.34,70
6,1,1,16,69,4,108.9,65.34,37
6,1,1,16,167,139,128.7,77.22,31
6,1,1,16,189,4,128.7,77.22,37
6,1,1,16,5,79,39.6,23.76,31
6,1,1,16,39,4,39.6,23.76,43
6,1,1,16,11,93,29.7,17.82,38
6,1,1,16,43,79,39.6,23.76,26
6,1,1,16,31,4,59.4,35.64,31
6,1,1,16,21,4,0.0,35.64,30
6,1,1,16,19,93,79.2,47.52,38
6,1,1,16,9,129,39.6,23.76,46
6,1,1,16,34,93,69.3,41.58,31
6,1,1,16,8,4,29.7,17.82,26
6,1,1,16,22,4,69.3,41.58,30
6,1,1,16,25,4,39.6,23.76,49
7,1,1,1,20,129,20.0,0.0,36
7,1,1,1,45,140,112.0,0.0,43
7,1,1,1,288,129,20.0,0.0,36
7,1,1,1,32,57,32.0,0.0,30
7,1,1,1,76,88,20.0,0.0,36
7,1,1,1,12,68,42.0,0.0,36
7,1,1,1,29,53,23.0,0.0,36
7,1,1,1,101,53,61.0,0.0,36
7,1,1,1,27,26,40.0,0.0,36
7,1,1,1,10,26,34.0,0.0,36
7,1,1,1,63,140,112.0,0.0,29
7,1,1,1,18,102,21.0,0.0,36
7,1,1,1,155,26,85.0,0.0,52
7,1,1,1,14,63,39.0,0.0,36
7,1,1,1,118,129,28.0,0.0,36
7,1,1,1,22,68,46.0,0.0,36
7,1,1,1,62,129,44.0,0.0,36
7,1,1,1,28,129,20.0,0.0,36
7,1,1,1,91,91,112.0,0.0,59
7,1,1,1,74,91,112.0,0.0,36
7,1,1,1,80,91,112.0,0.0,63
7,1,1,1,20,26,29.0,0.0,36
7,1,1,1,25,4,71.0,0.0,36
7,1,1,1,17,102,24.0,0.0,36
7,1,1,1,13,129,21.0,0.0,49
7,1,1,1,18,56,29.0,0.0,36
7,1,1,10,13,68,51.0,0.0,36
7,1,1,10,3,145,10.0,0.0,30
7,1,1,10,10,145,28.0,0.0,36
7,1,1,10,234,44,34.0,0.0,36
7,1,1,10,17,41,57.0,0.0,36
7,1,1,10,10,126,23.0,0.0,36
7,1,1,10,37,26,10.0,0.0,36
7,1,1,10,56,56,73.0,0.0,36
7,1,1,10,1,68,80.0,0.0,36
7,1,1,10,35,41,31.0,0.0,36
7,1,1,10,4,118,10.0,0.0,36
7,1,1,10,2,118,11.0,0.0,36
7,1,1,10,41,26,23.0,0.0,36
7,1,1,10,4,118,10.0,0.0,36
7,1,1,10,9,79,18.0,0.0,36
7,1,1,10,8,57,14.0,0.0,36
7,1,1,10,78,44,71.0,0.0,36
7,1,1,10,14,56,0.0,0.0,36
7,1,1,10,2,79,10.0,0.0,36
7,1,1,10,17,57,59.0,0.0,38
7,1,1,10,41,57,0.0,0.0,36
7,1,1,10,17,129,40.0,0.0,32
7,1,1,10,2,57,20.0,0.0,36
7,1,1,10,15,4,12.0,0.0,54
7,1,1,10,2,21,19.0,0.0,36
7,1,1,10,6,23,35.0,0.0,23
7,1,1,10,36,57,10.0,0.0,42
7,1,1,10,27,88,12.0,0.0,36
7,1,1,10,128,79,19.0,0.0,36
7,1,1,10,36,41,80.0,0.0,36
7,1,1,10,60,140,45.0,0.0,21
7,1,1,10,6,118,15.0,0.0,36
7,1,1,10,14,118,32.0,0.0,36
7,1,1,10,15,129,10.0,0.0,27
7,1,1,0,80,4,34.0,0.0,36
7,1,1,0,12,118,28.0,0.0,36
7,1,1,0,3,8,20.0,0.0,36
7,1,1,0,2,118,20.0,0.0,36
7,1,1,0,1,88,20.0,0.0,19
7,1,1,0,3,57,20.0,0.0,32
7,1,1,0,2,118,82.0,0.0,36
7,1,1,0,103,63,23.0,0.0,57
7,1,1,0,29,88,20.0,0.0,36
7,1,1,0,20,140,20.0,0.0,40
7,1,1,0,7,56,20.0,0.0,36
8,0,1,25,67,56,200.0,80.0,118
8,0,1,25,48,56,100.0,40.0,118
12,0,1,25,7,19,15.0,6.0,24
11,1,1,5,364,140,256.2,166.53,28
11,1,1,5,372,140,256.2,166.53,28
11,1,1,18,3,129,25.0,16.25,22
13,0,1,22,196,118,3.99,1.12,48
9,0,1,8,54,126,35.0,12.25,23
9,0,1,8,27,26,35.0,12.25,58
9,0,1,8,29,53,26.0,9.1,38
9,0,1,8,123,26,40.0,14.0,28
9,0,1,8,7,129,18.0,6.3,65
9,0,1,8,36,79,18.0,6.3,48
9,0,1,8,17,53,35.0,12.25,31
9,0,1,8,12,53,26.0,9.1,48
9,0,1,8,6,129,22.0,7.7,42
9,0,1,8,21,129,30.0,10.5,60
9,0,1,8,132,26,50.0,17.5,35
9,0,1,25,55,93,69.0,24.15,25
3,1,0,12,29,79,29.0,9.57,80
3,1,0,12,29,79,29.0,9.57,53
3,1,0,12,29,79,29.0,9.57,57
2,0,1,9,9,118,20.0,5.0,47
2,0,1,9,7,118,16.0,4.0,42
2,0,1,9,12,118,33.5,8.38,36
2,0,1,9,3,118,19.2,4.8,41
2,0,1,9,67,118,40.0,10.0,32
2,0,1,9,15,118,33.5,8.38,24
2,0,1,9,19,118,27.0,6.75,51
2,0,1,17,28,118,27.0,6.75,57
2,0,1,17,13,118,62.0,15.5,42
2,0,1,17,13,118,62.0,15.5,43
2,0,1,17,133,118,257.4,64.35,66
2,0,1,13,21,118,52.8,13.2,34
2,0,1,13,76,118,97.2,24.3,34
2,0,1,4,378,118,0.0,48.3,37
2,0,1,4,372,118,161.0,40.25,59
2,0,1,4,368,118,216.0,54.0,66
2,0,1,4,371,118,161.0,40.25,43
2,0,1,4,368,118,216.0,54.0,61
2,0,1,4,398,118,193.2,48.3,59
2,0,1,4,374,118,193.2,48.3,31
2,0,1,4,365,118,161.0,40.25,44
2,0,1,4,365,118,216.0,54.0,32
2,0,1,4,366,118,193.2,48.3,46
2,0,1,4,365,118,216.0,54.0,46
2,0,1,4,369,118,216.0,54.0,31
2,0,1,4,371,118,216.0,54.0,38
6,1,1,16,78,138,69.3,41.58,31
6,1,1,16,68,4,128.7,77.22,31
6,1,1,16,13,93,39.6,23.76,42
6,1,1,16,38,4,59.4,35.64,55
6,1,1,16,3,129,29.7,17.82,27
6,1,1,16,80,4,29.7,17.82,28
6,1,1,16,19,4,128.7,77.22,33
6,1,1,16,56,41,49.5,29.7,31
6,1,1,16,66,4,108.9,65.34,31
6,1,1,16,90,4,9.9,5.94,28
6,1,1,16,12,79,19.8,11.88,58
6,1,1,16,6,68,29.7,17.82,33
6,1,1,16,87,79,19.8,11.88,48
6,1,1,16,7,79,9.9,5.94,50
6,1,1,16,55,79,49.5,29.7,31
6,1,1,16,7,4,59.4,35.64,54
6,1,1,16,11,124,0.0,11.88,31
6,1,1,16,19,4,49.5,29.7,60
6,1,1,16,8,4,39.6,23.76,44
7,1,1,1,15,26,35.0,0.0,36
7,1,1,1,24,57,20.0,0.0,21
7,1,1,1,57,129,39.0,0.0,36
7,1,1,1,19,138,72.0,0.0,36
7,1,1,1,129,88,21.0,0.0,36
7,1,1,1,59,126,29.0,0.0,36
7,1,1,1,26,26,38.0,0.0,36
7,1,1,1,71,41,85.0,0.0,36
7,1,1,1,20,129,20.0,0.0,36
7,1,1,1,20,145,43.0,0.0,36
7,1,1,1,78,26,47.0,0.0,36
7,1,1,1,78,63,56.0,0.0,28
